Program,Version,Queried_CPE,Confidence,CVE,CVSS_Version,Base_Score,Base_Severity,CISA_KEV
Microsoft Teams Meeting Add-in for Microsoft Office,1.26.08901,cpe:2.3:a:microsoft:teams:1.26.08901:*:*:*:*:*:*:*,O,CVE-2023-29328,3.1,8.8,HIGH,N/A
Microsoft Teams Meeting Add-in for Microsoft Office,1.26.08901,cpe:2.3:a:microsoft:teams:1.26.08901:*:*:*:*:*:*:*,O,CVE-2023-29330,3.1,8.8,HIGH,N/A
Microsoft Teams Meeting Add-in for Microsoft Office,1.26.08901,cpe:2.3:a:microsoft:teams:1.26.08901:*:*:*:*:*:*:*,O,CVE-2025-49731,3.1,3.1,LOW,N/A
Microsoft Teams Meeting Add-in for Microsoft Office,1.26.08901,cpe:2.3:a:microsoft:teams:1.26.08901:*:*:*:*:*:*:*,O,CVE-2025-53783,3.1,7.5,HIGH,N/A
Microsoft Visual Studio Code (User),1.119.1,cpe:2.3:a:microsoft:visual_studio_code:1.119.1:*:*:*:*:*:*:*,F,CVE-2026-40376,3.1,8.1,HIGH,N/A
Mozilla Firefox (x64 en-US),150.0.3,cpe:2.3:a:mozilla:firefox:150.0.3:*:*:*:*:*:*:*,O,CVE-2026-8945,3.1,7.5,HIGH,N/A
Mozilla Firefox (x64 en-US),150.0.3,cpe:2.3:a:mozilla:firefox:150.0.3:*:*:*:*:*:*:*,O,CVE-2026-8946,3.1,7.5,HIGH,N/A
Mozilla Firefox (x64 en-US),150.0.3,cpe:2.3:a:mozilla:firefox:150.0.3:*:*:*:*:*:*:*,O,CVE-2026-8947,3.1,7.3,HIGH,N/A
Mozilla Firefox (x64 en-US),150.0.3,cpe:2.3:a:mozilla:firefox:150.0.3:*:*:*:*:*:*:*,O,CVE-2026-8948,3.1,9.1,CRITICAL,N/A
Mozilla Firefox (x64 en-US),150.0.3,cpe:2.3:a:mozilla:firefox:150.0.3:*:*:*:*:*:*:*,O,CVE-2026-8949,3.1,7.5,HIGH,N/A
Mozilla Firefox (x64 en-US),150.0.3,cpe:2.3:a:mozilla:firefox:150.0.3:*:*:*:*:*:*:*,O,CVE-2026-8950,3.1,9.3,CRITICAL,N/A
Mozilla Firefox (x64 en-US),150.0.3,cpe:2.3:a:mozilla:firefox:150.0.3:*:*:*:*:*:*:*,O,CVE-2026-8951,3.1,6.5,MEDIUM,N/A
Mozilla Firefox (x64 en-US),150.0.3,cpe:2.3:a:mozilla:firefox:150.0.3:*:*:*:*:*:*:*,O,CVE-2026-8952,3.1,8.8,HIGH,N/A
Mozilla Firefox (x64 en-US),150.0.3,cpe:2.3:a:mozilla:firefox:150.0.3:*:*:*:*:*:*:*,O,CVE-2026-8953,3.1,9.6,CRITICAL,N/A
Mozilla Firefox (x64 en-US),150.0.3,cpe:2.3:a:mozilla:firefox:150.0.3:*:*:*:*:*:*:*,O,CVE-2026-8954,3.1,7.5,HIGH,N/A
Mozilla Firefox (x64 en-US),150.0.3,cpe:2.3:a:mozilla:firefox:150.0.3:*:*:*:*:*:*:*,O,CVE-2026-8955,3.1,8.8,HIGH,N/A
Mozilla Firefox (x64 en-US),150.0.3,cpe:2.3:a:mozilla:firefox:150.0.3:*:*:*:*:*:*:*,O,CVE-2026-8956,3.1,9.8,CRITICAL,N/A
Mozilla Firefox (x64 en-US),150.0.3,cpe:2.3:a:mozilla:firefox:150.0.3:*:*:*:*:*:*:*,O,CVE-2026-8957,3.1,8.8,HIGH,N/A
Mozilla Firefox (x64 en-US),150.0.3,cpe:2.3:a:mozilla:firefox:150.0.3:*:*:*:*:*:*:*,O,CVE-2026-8958,3.1,8.6,HIGH,N/A
Mozilla Firefox (x64 en-US),150.0.3,cpe:2.3:a:mozilla:firefox:150.0.3:*:*:*:*:*:*:*,O,CVE-2026-8959,3.1,9.6,CRITICAL,N/A
Mozilla Firefox (x64 en-US),150.0.3,cpe:2.3:a:mozilla:firefox:150.0.3:*:*:*:*:*:*:*,O,CVE-2026-8960,3.1,7.5,HIGH,N/A
Mozilla Firefox (x64 en-US),150.0.3,cpe:2.3:a:mozilla:firefox:150.0.3:*:*:*:*:*:*:*,O,CVE-2026-8961,3.1,6.5,MEDIUM,N/A
Mozilla Firefox (x64 en-US),150.0.3,cpe:2.3:a:mozilla:firefox:150.0.3:*:*:*:*:*:*:*,O,CVE-2026-8962,3.1,8.1,HIGH,N/A
Mozilla Firefox (x64 en-US),150.0.3,cpe:2.3:a:mozilla:firefox:150.0.3:*:*:*:*:*:*:*,O,CVE-2026-8963,3.1,7.5,HIGH,N/A
Mozilla Firefox (x64 en-US),150.0.3,cpe:2.3:a:mozilla:firefox:150.0.3:*:*:*:*:*:*:*,O,CVE-2026-8964,3.1,7.5,HIGH,N/A
Mozilla Firefox (x64 en-US),150.0.3,cpe:2.3:a:mozilla:firefox:150.0.3:*:*:*:*:*:*:*,O,CVE-2026-8965,3.1,7.5,HIGH,N/A
Mozilla Firefox (x64 en-US),150.0.3,cpe:2.3:a:mozilla:firefox:150.0.3:*:*:*:*:*:*:*,O,CVE-2026-8966,3.1,7.5,HIGH,N/A
Mozilla Firefox (x64 en-US),150.0.3,cpe:2.3:a:mozilla:firefox:150.0.3:*:*:*:*:*:*:*,O,CVE-2026-8967,3.1,7.5,HIGH,N/A
Mozilla Firefox (x64 en-US),150.0.3,cpe:2.3:a:mozilla:firefox:150.0.3:*:*:*:*:*:*:*,O,CVE-2026-8968,3.1,7.5,HIGH,N/A
Mozilla Firefox (x64 en-US),150.0.3,cpe:2.3:a:mozilla:firefox:150.0.3:*:*:*:*:*:*:*,O,CVE-2026-8969,3.1,8.1,HIGH,N/A
Mozilla Firefox (x64 en-US),150.0.3,cpe:2.3:a:mozilla:firefox:150.0.3:*:*:*:*:*:*:*,O,CVE-2026-8970,3.1,8.8,HIGH,N/A
Mozilla Firefox (x64 en-US),150.0.3,cpe:2.3:a:mozilla:firefox:150.0.3:*:*:*:*:*:*:*,O,CVE-2026-8971,3.1,6.5,MEDIUM,N/A
Mozilla Firefox (x64 en-US),150.0.3,cpe:2.3:a:mozilla:firefox:150.0.3:*:*:*:*:*:*:*,O,CVE-2026-8972,3.1,8.8,HIGH,N/A
Mozilla Firefox (x64 en-US),150.0.3,cpe:2.3:a:mozilla:firefox:150.0.3:*:*:*:*:*:*:*,O,CVE-2026-8973,3.1,8.8,HIGH,N/A
Mozilla Firefox (x64 en-US),150.0.3,cpe:2.3:a:mozilla:firefox:150.0.3:*:*:*:*:*:*:*,O,CVE-2026-8974,3.1,8.8,HIGH,N/A
Mozilla Firefox (x64 en-US),150.0.3,cpe:2.3:a:mozilla:firefox:150.0.3:*:*:*:*:*:*:*,O,CVE-2026-8975,3.1,8.8,HIGH,N/A
Mozilla Firefox (x64 en-US),150.0.3,cpe:2.3:a:mozilla:firefox:150.0.3:*:*:*:*:*:*:*,O,CVE-2026-10701,3.1,7.5,HIGH,N/A
Mozilla Firefox (x64 en-US),150.0.3,cpe:2.3:a:mozilla:firefox:150.0.3:*:*:*:*:*:*:*,O,CVE-2026-10702,3.1,4.3,MEDIUM,N/A
PyCharm 2025.1.1,251.25410.122,cpe:2.3:a:jetbrains:pycharm:251.25410.122:*:*:*:*:*:*:*,P,CVE-2019-14958,3.1,7.5,HIGH,N/A
PyCharm 2025.1.1,251.25410.122,cpe:2.3:a:jetbrains:pycharm:251.25410.122:*:*:*:*:*:*:*,P,CVE-2021-30005,3.1,7.8,HIGH,N/A
PyCharm 2025.1.1,251.25410.122,cpe:2.3:a:jetbrains:pycharm:251.25410.122:*:*:*:*:*:*:*,P,CVE-2022-29820,3.1,3.5,LOW,N/A
PyCharm 2025.1.1,251.25410.122,cpe:2.3:a:jetbrains:pycharm:251.25410.122:*:*:*:*:*:*:*,P,CVE-2022-29821,3.1,7.7,HIGH,N/A
PyCharm 2025.1.1,251.25410.122,cpe:2.3:a:jetbrains:pycharm:251.25410.122:*:*:*:*:*:*:*,P,CVE-2024-37051,3.1,7.5,HIGH,N/A
PyCharm 2025.1.1,251.25410.122,cpe:2.3:a:jetbrains:pycharm:251.25410.122:*:*:*:*:*:*:*,P,CVE-2026-25847,3.1,6.1,MEDIUM,N/A
PyCharm 2025.1.1,251.25410.122,cpe:2.3:a:jetbrains:pycharm:251.25410.122:*:*:*:*:*:*:*,P,CVE-2026-49384,3.1,6.1,MEDIUM,N/A
Python 3.12.6 (64-bit),3.12.6150.0,cpe:2.3:a:python:python:3.12.6150.0:*:*:*:*:*:*:*,F,CVE-2025-13837,3.1,5.5,MEDIUM,N/A
Python 3.12.6 (64-bit),3.12.6150.0,cpe:2.3:a:python:python:3.12.6150.0:*:*:*:*:*:*:*,F,CVE-2025-12084,3.1,5.3,MEDIUM,N/A
Python 3.12.6 (64-bit),3.12.6150.0,cpe:2.3:a:python:python:3.12.6150.0:*:*:*:*:*:*:*,F,CVE-2025-12781,3.1,5.3,MEDIUM,N/A
Python 3.12.6 (64-bit),3.12.6150.0,cpe:2.3:a:python:python:3.12.6150.0:*:*:*:*:*:*:*,F,CVE-2025-13462,3.1,3.3,LOW,N/A
Python 3.12.6 (64-bit),3.12.6150.0,cpe:2.3:a:python:python:3.12.6150.0:*:*:*:*:*:*:*,F,CVE-2026-3644,3.1,7.5,HIGH,N/A
Python 3.12.6 (64-bit),3.12.6150.0,cpe:2.3:a:python:python:3.12.6150.0:*:*:*:*:*:*:*,F,CVE-2026-4519,3.1,3.3,LOW,N/A
Python 3.12.6 (64-bit),3.12.6150.0,cpe:2.3:a:python:python:3.12.6150.0:*:*:*:*:*:*:*,F,CVE-2026-6019,3.1,6.1,MEDIUM,N/A
Python 3.12.6 (64-bit),3.12.6150.0,cpe:2.3:a:python:python:3.12.6150.0:*:*:*:*:*:*:*,F,CVE-2026-3087,3.1,7.5,HIGH,N/A
Python 3.12.6 (64-bit),3.12.6150.0,cpe:2.3:a:python:python:3.12.6150.0:*:*:*:*:*:*:*,F,CVE-2026-7210,3.1,9.8,CRITICAL,N/A
Python 3.13.3 (64-bit),3.13.3150.0,cpe:2.3:a:python:python:3.13.3150.0:*:*:*:*:*:*:*,F,CVE-2026-6019,3.1,6.1,MEDIUM,N/A
Python 3.13.3 (64-bit),3.13.3150.0,cpe:2.3:a:python:python:3.13.3150.0:*:*:*:*:*:*:*,F,CVE-2026-3087,3.1,7.5,HIGH,N/A
Python 3.13.3 (64-bit),3.13.3150.0,cpe:2.3:a:python:python:3.13.3150.0:*:*:*:*:*:*:*,F,CVE-2026-7210,3.1,9.8,CRITICAL,N/A
Windows Subsystem for Linux,2.3.26.0,cpe:2.3:a:microsoft:windows_subsystem_for_linux:2.3.26.0:*:*:*:*:*:*:*,P,CVE-2025-53788,3.1,7.0,HIGH,N/A
Windows Subsystem for Linux,2.3.26.0,cpe:2.3:a:microsoft:windows_subsystem_for_linux:2.3.26.0:*:*:*:*:*:*:*,P,CVE-2025-62220,3.1,8.8,HIGH,N/A
Wireshark 4.4.8 x64,4.4.8,cpe:2.3:a:wireshark:wireshark:4.4.8:*:*:*:*:*:*:*,F,CVE-2025-9817,3.1,7.5,HIGH,N/A
Wireshark 4.4.8 x64,4.4.8,cpe:2.3:a:wireshark:wireshark:4.4.8:*:*:*:*:*:*:*,F,CVE-2025-11626,3.1,5.5,MEDIUM,N/A
Wireshark 4.4.8 x64,4.4.8,cpe:2.3:a:wireshark:wireshark:4.4.8:*:*:*:*:*:*:*,F,CVE-2025-13499,3.1,5.5,MEDIUM,N/A
Wireshark 4.4.8 x64,4.4.8,cpe:2.3:a:wireshark:wireshark:4.4.8:*:*:*:*:*:*:*,F,CVE-2025-13946,3.1,5.5,MEDIUM,N/A
Wireshark 4.4.8 x64,4.4.8,cpe:2.3:a:wireshark:wireshark:4.4.8:*:*:*:*:*:*:*,F,CVE-2026-0959,3.1,6.5,MEDIUM,N/A
Wireshark 4.4.8 x64,4.4.8,cpe:2.3:a:wireshark:wireshark:4.4.8:*:*:*:*:*:*:*,F,CVE-2026-0960,3.1,5.5,MEDIUM,N/A
Wireshark 4.4.8 x64,4.4.8,cpe:2.3:a:wireshark:wireshark:4.4.8:*:*:*:*:*:*:*,F,CVE-2026-0961,3.1,6.5,MEDIUM,N/A
Wireshark 4.4.8 x64,4.4.8,cpe:2.3:a:wireshark:wireshark:4.4.8:*:*:*:*:*:*:*,F,CVE-2026-0962,3.1,6.5,MEDIUM,N/A
Wireshark 4.4.8 x64,4.4.8,cpe:2.3:a:wireshark:wireshark:4.4.8:*:*:*:*:*:*:*,F,CVE-2026-3201,3.1,7.5,HIGH,N/A
Wireshark 4.4.8 x64,4.4.8,cpe:2.3:a:wireshark:wireshark:4.4.8:*:*:*:*:*:*:*,F,CVE-2026-3203,3.1,7.5,HIGH,N/A
Wireshark 4.4.8 x64,4.4.8,cpe:2.3:a:wireshark:wireshark:4.4.8:*:*:*:*:*:*:*,F,CVE-2026-6868,3.1,7.5,HIGH,N/A
Wireshark 4.4.8 x64,4.4.8,cpe:2.3:a:wireshark:wireshark:4.4.8:*:*:*:*:*:*:*,F,CVE-2026-7375,3.1,7.5,HIGH,N/A
Wireshark 4.4.8 x64,4.4.8,cpe:2.3:a:wireshark:wireshark:4.4.8:*:*:*:*:*:*:*,F,CVE-2026-7376,3.1,7.5,HIGH,N/A
Wireshark 4.4.8 x64,4.4.8,cpe:2.3:a:wireshark:wireshark:4.4.8:*:*:*:*:*:*:*,F,CVE-2026-7378,3.1,7.5,HIGH,N/A
Wireshark 4.4.8 x64,4.4.8,cpe:2.3:a:wireshark:wireshark:4.4.8:*:*:*:*:*:*:*,F,CVE-2026-7379,3.1,7.5,HIGH,N/A
Wireshark 4.4.8 x64,4.4.8,cpe:2.3:a:wireshark:wireshark:4.4.8:*:*:*:*:*:*:*,F,CVE-2026-5299,3.1,5.5,MEDIUM,N/A
Wireshark 4.4.8 x64,4.4.8,cpe:2.3:a:wireshark:wireshark:4.4.8:*:*:*:*:*:*:*,F,CVE-2026-5401,3.1,5.5,MEDIUM,N/A
Wireshark 4.4.8 x64,4.4.8,cpe:2.3:a:wireshark:wireshark:4.4.8:*:*:*:*:*:*:*,F,CVE-2026-5406,3.1,5.5,MEDIUM,N/A
Wireshark 4.4.8 x64,4.4.8,cpe:2.3:a:wireshark:wireshark:4.4.8:*:*:*:*:*:*:*,F,CVE-2026-5407,3.1,5.5,MEDIUM,N/A
Wireshark 4.4.8 x64,4.4.8,cpe:2.3:a:wireshark:wireshark:4.4.8:*:*:*:*:*:*:*,F,CVE-2026-5408,3.1,5.5,MEDIUM,N/A
Wireshark 4.4.8 x64,4.4.8,cpe:2.3:a:wireshark:wireshark:4.4.8:*:*:*:*:*:*:*,F,CVE-2026-5409,3.1,5.5,MEDIUM,N/A
Wireshark 4.4.8 x64,4.4.8,cpe:2.3:a:wireshark:wireshark:4.4.8:*:*:*:*:*:*:*,F,CVE-2026-5653,3.1,7.5,HIGH,N/A
Wireshark 4.4.8 x64,4.4.8,cpe:2.3:a:wireshark:wireshark:4.4.8:*:*:*:*:*:*:*,F,CVE-2026-5654,3.1,7.5,HIGH,N/A
Wireshark 4.4.8 x64,4.4.8,cpe:2.3:a:wireshark:wireshark:4.4.8:*:*:*:*:*:*:*,F,CVE-2026-5657,3.1,7.5,HIGH,N/A
Wireshark 4.4.8 x64,4.4.8,cpe:2.3:a:wireshark:wireshark:4.4.8:*:*:*:*:*:*:*,F,CVE-2026-6519,3.1,7.5,HIGH,N/A
Wireshark 4.4.8 x64,4.4.8,cpe:2.3:a:wireshark:wireshark:4.4.8:*:*:*:*:*:*:*,F,CVE-2026-6520,3.1,7.5,HIGH,N/A
Wireshark 4.4.8 x64,4.4.8,cpe:2.3:a:wireshark:wireshark:4.4.8:*:*:*:*:*:*:*,F,CVE-2026-6521,3.1,5.5,MEDIUM,N/A
Wireshark 4.4.8 x64,4.4.8,cpe:2.3:a:wireshark:wireshark:4.4.8:*:*:*:*:*:*:*,F,CVE-2026-6522,3.1,5.5,MEDIUM,N/A
Wireshark 4.4.8 x64,4.4.8,cpe:2.3:a:wireshark:wireshark:4.4.8:*:*:*:*:*:*:*,F,CVE-2026-6523,3.1,5.5,MEDIUM,N/A
Wireshark 4.4.8 x64,4.4.8,cpe:2.3:a:wireshark:wireshark:4.4.8:*:*:*:*:*:*:*,F,CVE-2026-6524,3.1,5.5,MEDIUM,N/A
Wireshark 4.4.8 x64,4.4.8,cpe:2.3:a:wireshark:wireshark:4.4.8:*:*:*:*:*:*:*,F,CVE-2026-6527,3.1,5.5,MEDIUM,N/A
Wireshark 4.4.8 x64,4.4.8,cpe:2.3:a:wireshark:wireshark:4.4.8:*:*:*:*:*:*:*,F,CVE-2026-6529,3.1,5.5,MEDIUM,N/A
Wireshark 4.4.8 x64,4.4.8,cpe:2.3:a:wireshark:wireshark:4.4.8:*:*:*:*:*:*:*,F,CVE-2026-6530,3.1,5.5,MEDIUM,N/A
Wireshark 4.4.8 x64,4.4.8,cpe:2.3:a:wireshark:wireshark:4.4.8:*:*:*:*:*:*:*,F,CVE-2026-6531,3.1,5.5,MEDIUM,N/A
Wireshark 4.4.8 x64,4.4.8,cpe:2.3:a:wireshark:wireshark:4.4.8:*:*:*:*:*:*:*,F,CVE-2026-6532,3.1,5.5,MEDIUM,N/A
Wireshark 4.4.8 x64,4.4.8,cpe:2.3:a:wireshark:wireshark:4.4.8:*:*:*:*:*:*:*,F,CVE-2026-6533,3.1,5.5,MEDIUM,N/A
Wireshark 4.4.8 x64,4.4.8,cpe:2.3:a:wireshark:wireshark:4.4.8:*:*:*:*:*:*:*,F,CVE-2026-6534,3.1,5.5,MEDIUM,N/A
Wireshark 4.4.8 x64,4.4.8,cpe:2.3:a:wireshark:wireshark:4.4.8:*:*:*:*:*:*:*,F,CVE-2026-6535,3.1,5.5,MEDIUM,N/A
Wireshark 4.4.8 x64,4.4.8,cpe:2.3:a:wireshark:wireshark:4.4.8:*:*:*:*:*:*:*,F,CVE-2026-6537,3.1,5.5,MEDIUM,N/A
Wireshark 4.4.8 x64,4.4.8,cpe:2.3:a:wireshark:wireshark:4.4.8:*:*:*:*:*:*:*,F,CVE-2026-6538,3.1,5.5,MEDIUM,N/A
Wireshark 4.4.8 x64,4.4.8,cpe:2.3:a:wireshark:wireshark:4.4.8:*:*:*:*:*:*:*,F,CVE-2026-6867,3.1,5.5,MEDIUM,N/A
Wireshark 4.4.8 x64,4.4.8,cpe:2.3:a:wireshark:wireshark:4.4.8:*:*:*:*:*:*:*,F,CVE-2026-6869,3.1,5.5,MEDIUM,N/A
Wireshark 4.4.8 x64,4.4.8,cpe:2.3:a:wireshark:wireshark:4.4.8:*:*:*:*:*:*:*,F,CVE-2026-6870,3.1,5.5,MEDIUM,N/A
Wireshark 4.4.8 x64,4.4.8,cpe:2.3:a:wireshark:wireshark:4.4.8:*:*:*:*:*:*:*,F,CVE-2026-5403,3.1,7.8,HIGH,N/A
Wireshark 4.4.8 x64,4.4.8,cpe:2.3:a:wireshark:wireshark:4.4.8:*:*:*:*:*:*:*,F,CVE-2026-5404,3.1,5.5,MEDIUM,N/A
Wireshark 4.4.8 x64,4.4.8,cpe:2.3:a:wireshark:wireshark:4.4.8:*:*:*:*:*:*:*,F,CVE-2026-5405,3.1,7.8,HIGH,N/A
Wireshark 4.4.8 x64,4.4.8,cpe:2.3:a:wireshark:wireshark:4.4.8:*:*:*:*:*:*:*,F,CVE-2026-5656,3.1,7.8,HIGH,N/A
Wireshark 4.4.8 x64,4.4.8,cpe:2.3:a:wireshark:wireshark:4.4.8:*:*:*:*:*:*:*,F,CVE-2026-9759,3.1,5.5,MEDIUM,N/A
