asset_id,asset_name,asset_ip,cve_id
402,DESKTOP-5NATTOG,172.16.35.202,CVE-2026-10967
402,DESKTOP-5NATTOG,172.16.35.202,CVE-2026-9895
402,DESKTOP-5NATTOG,172.16.35.202,CVE-2026-11116
402,DESKTOP-5NATTOG,172.16.35.202,CVE-2026-11165
402,DESKTOP-5NATTOG,172.16.35.202,CVE-2026-9926
402,DESKTOP-5NATTOG,172.16.35.202,CVE-2026-9954
402,DESKTOP-5NATTOG,172.16.35.202,CVE-2026-11643
402,DESKTOP-5NATTOG,172.16.35.202,CVE-2026-11295
402,DESKTOP-5NATTOG,172.16.35.202,CVE-2026-10995
402,DESKTOP-5NATTOG,172.16.35.202,CVE-2026-11255
402,DESKTOP-5NATTOG,172.16.35.202,CVE-2026-9117
402,DESKTOP-5NATTOG,172.16.35.202,CVE-2026-10900
402,DESKTOP-5NATTOG,172.16.35.202,CVE-2026-10964
402,DESKTOP-5NATTOG,172.16.35.202,CVE-2026-9966
402,DESKTOP-5NATTOG,172.16.35.202,CVE-2026-10904
402,DESKTOP-5NATTOG,172.16.35.202,CVE-2026-9972
402,DESKTOP-5NATTOG,172.16.35.202,CVE-2026-11188
402,DESKTOP-5NATTOG,172.16.35.202,CVE-2026-10960
402,DESKTOP-5NATTOG,172.16.35.202,CVE-2026-9956
402,DESKTOP-5NATTOG,172.16.35.202,CVE-2026-11663
402,DESKTOP-5NATTOG,172.16.35.202,CVE-2026-10015
402,DESKTOP-5NATTOG,172.16.35.202,CVE-2026-11651
402,DESKTOP-5NATTOG,172.16.35.202,CVE-2026-9969
402,DESKTOP-5NATTOG,172.16.35.202,CVE-2026-11068
402,DESKTOP-5NATTOG,172.16.35.202,CVE-2026-11003
402,DESKTOP-5NATTOG,172.16.35.202,CVE-2026-11102
402,DESKTOP-5NATTOG,172.16.35.202,CVE-2026-9904
402,DESKTOP-5NATTOG,172.16.35.202,CVE-2026-10889
402,DESKTOP-5NATTOG,172.16.35.202,CVE-2026-9906
402,DESKTOP-5NATTOG,172.16.35.202,CVE-2026-10005
402,DESKTOP-5NATTOG,172.16.35.202,CVE-2026-10883
402,DESKTOP-5NATTOG,172.16.35.202,CVE-2026-11224
402,DESKTOP-5NATTOG,172.16.35.202,CVE-2026-10932
402,DESKTOP-5NATTOG,172.16.35.202,CVE-2026-11202
402,DESKTOP-5NATTOG,172.16.35.202,CVE-2026-10956
402,DESKTOP-5NATTOG,172.16.35.202,CVE-2026-11630
402,DESKTOP-5NATTOG,172.16.35.202,CVE-2026-10969
402,DESKTOP-5NATTOG,172.16.35.202,CVE-2026-10925
402,DESKTOP-5NATTOG,172.16.35.202,CVE-2026-9889
402,DESKTOP-5NATTOG,172.16.35.202,CVE-2026-11061
402,DESKTOP-5NATTOG,172.16.35.202,CVE-2026-10022
402,DESKTOP-5NATTOG,172.16.35.202,CVE-2026-10966
402,DESKTOP-5NATTOG,172.16.35.202,CVE-2026-10983
402,DESKTOP-5NATTOG,172.16.35.202,CVE-2026-9901
402,DESKTOP-5NATTOG,172.16.35.202,CVE-2026-10965
402,DESKTOP-5NATTOG,172.16.35.202,CVE-2026-10930
402,DESKTOP-5NATTOG,172.16.35.202,CVE-2026-11095
402,DESKTOP-5NATTOG,172.16.35.202,CVE-2026-9990
402,DESKTOP-5NATTOG,172.16.35.202,CVE-2026-11690
402,DESKTOP-5NATTOG,172.16.35.202,CVE-2026-11164
402,DESKTOP-5NATTOG,172.16.35.202,CVE-2026-11698
402,DESKTOP-5NATTOG,172.16.35.202,CVE-2026-10958
402,DESKTOP-5NATTOG,172.16.35.202,CVE-2026-9931
402,DESKTOP-5NATTOG,172.16.35.202,CVE-2026-9994
402,DESKTOP-5NATTOG,172.16.35.202,CVE-2026-11079
402,DESKTOP-5NATTOG,172.16.35.202,CVE-2026-10896
402,DESKTOP-5NATTOG,172.16.35.202,CVE-2026-9974
402,DESKTOP-5NATTOG,172.16.35.202,CVE-2026-9121
402,DESKTOP-5NATTOG,172.16.35.202,CVE-2026-11011
402,DESKTOP-5NATTOG,172.16.35.202,CVE-2026-11241
402,DESKTOP-5NATTOG,172.16.35.202,CVE-2026-10897
402,DESKTOP-5NATTOG,172.16.35.202,CVE-2026-10929
402,DESKTOP-5NATTOG,172.16.35.202,CVE-2026-10962
402,DESKTOP-5NATTOG,172.16.35.202,CVE-2026-9883
402,DESKTOP-5NATTOG,172.16.35.202,CVE-2026-10002
402,DESKTOP-5NATTOG,172.16.35.202,CVE-2026-11118
402,DESKTOP-5NATTOG,172.16.35.202,CVE-2026-11072
402,DESKTOP-5NATTOG,172.16.35.202,CVE-2026-10888
402,DESKTOP-5NATTOG,172.16.35.202,CVE-2026-10933
402,DESKTOP-5NATTOG,172.16.35.202,CVE-2026-11060
402,DESKTOP-5NATTOG,172.16.35.202,CVE-2026-11055
402,DESKTOP-5NATTOG,172.16.35.202,CVE-2026-10942
402,DESKTOP-5NATTOG,172.16.35.202,CVE-2026-9978
490,C9300-48P.core.2,10.1.1.2,CVE-2025-20352
490,C9300-48P.core.2,10.1.1.2,CVE-2025-20160
490,C9300-48P.core.2,10.1.1.2,CVE-2025-20239
490,C9300-48P.core.2,10.1.1.2,CVE-2025-20311
491,C3560-IOT-table,10.50.0.1,CVE-2019-1746
491,C3560-IOT-table,10.50.0.1,CVE-2017-6736
491,C3560-IOT-table,10.50.0.1,CVE-2025-20363
491,C3560-IOT-table,10.50.0.1,CVE-2025-20352
493,C2960-C-LR,192.168.1.10,CVE-2025-20352
495,C3560X-24.18,192.168.1.18,CVE-2017-3881
495,C3560X-24.18,192.168.1.18,CVE-2025-20352
495,C3560X-24.18,192.168.1.18,CVE-2017-6743
495,C3560X-24.18,192.168.1.18,CVE-2017-6738
495,C3560X-24.18,192.168.1.18,CVE-2025-20239
495,C3560X-24.18,192.168.1.18,CVE-2017-6744
495,C3560X-24.18,192.168.1.18,CVE-2017-6737
495,C3560X-24.18,192.168.1.18,CVE-2017-6736
495,C3560X-24.18,192.168.1.18,CVE-2025-20225
495,C3560X-24.18,192.168.1.18,CVE-2025-20160
495,C3560X-24.18,192.168.1.18,CVE-2025-20253
496,C3560CX-8-bsmt.17,192.168.1.17,CVE-2025-20352
497,C3560-CG-MBR.9,192.168.1.9,CVE-2025-20225
497,C3560-CG-MBR.9,192.168.1.9,CVE-2025-20253
497,C3560-CG-MBR.9,192.168.1.9,CVE-2025-20352
498,C3560CX-8XPD-attic.4,192.168.1.4,CVE-2025-20352
500,C3560CX-12PD-MBRCl.20,192.168.1.20,CVE-2018-0171
500,C3560CX-12PD-MBRCl.20,192.168.1.20,CVE-2017-3881
500,C3560CX-12PD-MBRCl.20,192.168.1.20,CVE-2017-6743
500,C3560CX-12PD-MBRCl.20,192.168.1.20,CVE-2025-20253
500,C3560CX-12PD-MBRCl.20,192.168.1.20,CVE-2017-6737
500,C3560CX-12PD-MBRCl.20,192.168.1.20,CVE-2025-20225
500,C3560CX-12PD-MBRCl.20,192.168.1.20,CVE-2025-20239
500,C3560CX-12PD-MBRCl.20,192.168.1.20,CVE-2025-20352
500,C3560CX-12PD-MBRCl.20,192.168.1.20,CVE-2017-6738
500,C3560CX-12PD-MBRCl.20,192.168.1.20,CVE-2017-6744
500,C3560CX-12PD-MBRCl.20,192.168.1.20,CVE-2017-6736
503,C3560CX-8PC.mbrc2.21,192.168.1.21,CVE-2025-20352
503,C3560CX-8PC.mbrc2.21,192.168.1.21,CVE-2025-20225
503,C3560CX-8PC.mbrc2.21,192.168.1.21,CVE-2025-20160
503,C3560CX-8PC.mbrc2.21,192.168.1.21,CVE-2025-20239
503,C3560CX-8PC.mbrc2.21,192.168.1.21,CVE-2025-20253
