Asset ID,Asset Name,Item,CVE ID
402,DESKTOP-5NATTOG,322,CVE-2026-11662
402,DESKTOP-5NATTOG,323,CVE-2026-10909
402,DESKTOP-5NATTOG,324,CVE-2026-11154
402,DESKTOP-5NATTOG,325,CVE-2026-9888
402,DESKTOP-5NATTOG,326,CVE-2026-9945
402,DESKTOP-5NATTOG,327,CVE-2026-11085
402,DESKTOP-5NATTOG,328,CVE-2026-10923
402,DESKTOP-5NATTOG,329,CVE-2026-9123
402,DESKTOP-5NATTOG,330,CVE-2026-11177
402,DESKTOP-5NATTOG,331,CVE-2026-9937
402,DESKTOP-5NATTOG,332,CVE-2026-11009
402,DESKTOP-5NATTOG,333,CVE-2026-11671
402,DESKTOP-5NATTOG,334,CVE-2026-9914
402,DESKTOP-5NATTOG,335,CVE-2026-10910
402,DESKTOP-5NATTOG,336,CVE-2026-9927
402,DESKTOP-5NATTOG,337,CVE-2026-11656
402,DESKTOP-5NATTOG,338,CVE-2026-10967
402,DESKTOP-5NATTOG,339,CVE-2026-9895
402,DESKTOP-5NATTOG,340,CVE-2026-11116
402,DESKTOP-5NATTOG,341,CVE-2026-11165
402,DESKTOP-5NATTOG,342,CVE-2026-9926
402,DESKTOP-5NATTOG,343,CVE-2026-9954
402,DESKTOP-5NATTOG,344,CVE-2026-11643
402,DESKTOP-5NATTOG,345,CVE-2026-11295
402,DESKTOP-5NATTOG,346,CVE-2026-10995
402,DESKTOP-5NATTOG,347,CVE-2026-11255
402,DESKTOP-5NATTOG,348,CVE-2026-9117
402,DESKTOP-5NATTOG,349,CVE-2026-10900
402,DESKTOP-5NATTOG,350,CVE-2026-10964
402,DESKTOP-5NATTOG,351,CVE-2026-9966
402,DESKTOP-5NATTOG,352,CVE-2026-10904
402,DESKTOP-5NATTOG,353,CVE-2026-9972
402,DESKTOP-5NATTOG,354,CVE-2026-11188
402,DESKTOP-5NATTOG,355,CVE-2026-10960
402,DESKTOP-5NATTOG,356,CVE-2026-9956
402,DESKTOP-5NATTOG,357,CVE-2026-11663
402,DESKTOP-5NATTOG,358,CVE-2026-10015
402,DESKTOP-5NATTOG,359,CVE-2026-11651
402,DESKTOP-5NATTOG,360,CVE-2026-9969
402,DESKTOP-5NATTOG,361,CVE-2026-11068
402,DESKTOP-5NATTOG,362,CVE-2026-11003
402,DESKTOP-5NATTOG,363,CVE-2026-11102
402,DESKTOP-5NATTOG,364,CVE-2026-9904
402,DESKTOP-5NATTOG,365,CVE-2026-10889
402,DESKTOP-5NATTOG,366,CVE-2026-9906
402,DESKTOP-5NATTOG,367,CVE-2026-10005
402,DESKTOP-5NATTOG,368,CVE-2026-10883
402,DESKTOP-5NATTOG,369,CVE-2026-11224
402,DESKTOP-5NATTOG,370,CVE-2026-10932
402,DESKTOP-5NATTOG,371,CVE-2026-11202
402,DESKTOP-5NATTOG,372,CVE-2026-10956
402,DESKTOP-5NATTOG,373,CVE-2026-11630
402,DESKTOP-5NATTOG,374,CVE-2026-10969
402,DESKTOP-5NATTOG,375,CVE-2026-10925
402,DESKTOP-5NATTOG,376,CVE-2026-9889
402,DESKTOP-5NATTOG,377,CVE-2026-11061
402,DESKTOP-5NATTOG,378,CVE-2026-10022
402,DESKTOP-5NATTOG,379,CVE-2026-10966
402,DESKTOP-5NATTOG,380,CVE-2026-10983
402,DESKTOP-5NATTOG,381,CVE-2026-9901
402,DESKTOP-5NATTOG,382,CVE-2026-10965
402,DESKTOP-5NATTOG,383,CVE-2026-10930
402,DESKTOP-5NATTOG,384,CVE-2026-11095
402,DESKTOP-5NATTOG,385,CVE-2026-9990
402,DESKTOP-5NATTOG,386,CVE-2026-11690
402,DESKTOP-5NATTOG,387,CVE-2026-11164
402,DESKTOP-5NATTOG,388,CVE-2026-11698
402,DESKTOP-5NATTOG,389,CVE-2026-10958
402,DESKTOP-5NATTOG,390,CVE-2026-9931
402,DESKTOP-5NATTOG,391,CVE-2026-9994
402,DESKTOP-5NATTOG,392,CVE-2026-11079
402,DESKTOP-5NATTOG,393,CVE-2026-10896
402,DESKTOP-5NATTOG,394,CVE-2026-9974
402,DESKTOP-5NATTOG,395,CVE-2026-9121
402,DESKTOP-5NATTOG,396,CVE-2026-11011
402,DESKTOP-5NATTOG,397,CVE-2026-11241
402,DESKTOP-5NATTOG,398,CVE-2026-10897
402,DESKTOP-5NATTOG,399,CVE-2026-10929
402,DESKTOP-5NATTOG,400,CVE-2026-10962
402,DESKTOP-5NATTOG,401,CVE-2026-9883
402,DESKTOP-5NATTOG,402,CVE-2026-10002
402,DESKTOP-5NATTOG,403,CVE-2026-11118
402,DESKTOP-5NATTOG,404,CVE-2026-11072
402,DESKTOP-5NATTOG,405,CVE-2026-10888
402,DESKTOP-5NATTOG,406,CVE-2026-10933
402,DESKTOP-5NATTOG,407,CVE-2026-11060
402,DESKTOP-5NATTOG,408,CVE-2026-11055
402,DESKTOP-5NATTOG,409,CVE-2026-10942
402,DESKTOP-5NATTOG,410,CVE-2026-9978
490,C9300-48P.core.2,1,CVE-2025-20352
490,C9300-48P.core.2,2,CVE-2025-20160
490,C9300-48P.core.2,3,CVE-2025-20239
490,C9300-48P.core.2,4,CVE-2025-20311
491,C3560-IOT-table,1,CVE-2019-1746
491,C3560-IOT-table,2,CVE-2017-6736
491,C3560-IOT-table,3,CVE-2025-20363
491,C3560-IOT-table,4,CVE-2025-20352
493,C2960-C-LR,1,CVE-2025-20352
495,C3560X-24.18,1,CVE-2017-3881
495,C3560X-24.18,2,CVE-2025-20352
495,C3560X-24.18,3,CVE-2017-6743
495,C3560X-24.18,4,CVE-2017-6738
495,C3560X-24.18,5,CVE-2025-20239
495,C3560X-24.18,6,CVE-2017-6744
495,C3560X-24.18,7,CVE-2017-6737
495,C3560X-24.18,8,CVE-2017-6736
